Model,Epoch,Train Loss,Val Loss
RNN,1,0.37601116213660973,0.20687756687402725
RNN,2,0.04156247125222133,0.15024617165327073
RNN,3,0.035199665321180455,0.1515849493443966
RNN,4,0.05017877828616362,0.2045653909444809
RNN,5,0.05915745727431316,0.15605560541152955
RNN,6,0.03368119401140855,0.15321847051382065
RNN,7,0.059834120580210134,0.156726985424757
RNN,8,0.03433322541129131,0.15303431898355485
RNN,9,0.02927346692348902,0.18121545687317847
RNN,10,0.030219154074214973,0.18274472132325173
RNN,11,0.026816595990497332,0.2154856763780117
RNN,12,0.042909905744286686,0.18917865678668022
RNN,13,0.02632757369428873,0.1961479816585779
RNN,14,0.029561221957779847,0.19417458362877368
RNN,15,0.0259731409068291,0.19683491811156273
RNN,16,0.02856744138094095,0.18848402611911297
RNN,17,0.03329480561212851,0.20311538204550744
RNN,18,0.02927010363111129,0.18390260264277458
RNN,19,0.02742811994483838,0.1909049805253744
RNN,20,0.02510985402533641,0.19368416890501977
RNN,21,0.039381399750709534,0.20830309391021729
RNN,22,0.027345693885133818,0.18912812732160092
RNN,23,0.022766810197096605,0.18986528627574445
RNN,24,0.024183466314123228,0.1912881437689066
RNN,25,0.024452299810945988,0.1909191131591797
RNN,26,0.021493817321383037,0.18842411190271377
RNN,27,0.020505966618657112,0.18965810760855675
RNN,28,0.020304664109761898,0.189713628962636
RNN,29,0.02018782217055559,0.19041291512548925
RNN,30,0.02012918545649602,0.1906653769314289
RNN,31,0.020083291885944512,0.19149697497487067
RNN,32,0.020164262789946336,0.1915855012834072
RNN,33,0.02007620086750159,0.19173890650272368
RNN,34,0.020214830310298845,0.19144997112452983
RNN,35,0.019975820556282997,0.1917747028172016
RNN,36,0.01991705517642773,0.1917608980089426
RNN,37,0.02007648950585952,0.19217124357819557
RNN,38,0.02021944408233349,0.19147995114326477
RNN,39,0.02005929772097331,0.1927152220159769
RNN,40,0.02013770082535652,0.1920213982462883
RNN,41,0.020081651038848437,0.1915529988706112
RNN,42,0.019901670730457857,0.19158508218824863
RNN,43,0.020116565319208,0.1917382474988699
RNN,44,0.020672713836225178,0.19188316352665424
RNN,45,0.020160254664145984,0.1918404944241047
RNN,46,0.019901554601696823,0.19167248122394084
RNN,47,0.01993312077740064,0.19224925227463247
RNN,48,0.019819887713170968,0.192106182128191
RNN,49,0.019861646068210784,0.19268076531589032
RNN,50,0.01988846378830763,0.19223151355981827
RNN,51,0.01963644023411549,0.19154767990112304
RNN,52,0.01954272439560065,0.19160219021141528
RNN,53,0.019517193978222516,0.191637272387743
RNN,54,0.019521403054778393,0.19151510000228883
RNN,55,0.019505914515600756,0.1917308896780014
RNN,56,0.019483434251294687,0.19158018417656422
RNN,57,0.01948176696896553,0.19155189581215382
RNN,58,0.019468758398523696,0.19153834022581578
RNN,59,0.01945394420853028,0.19157288819551468
RNN,60,0.019454458226951268,0.19175123050808907
RNN,61,0.01945477731239337,0.19159829877316953
RNN,62,0.019477880344941065,0.1916441425681114
RNN,63,0.019461744250013277,0.19153500013053418
RNN,64,0.019479155325545713,0.19159973077476025
RNN,65,0.01944669894874096,0.19163345992565156
RNN,66,0.019441291116751157,0.19179240688681604
RNN,67,0.019400788542742912,0.19141945093870164
RNN,68,0.01937692999266661,0.191442259401083
RNN,69,0.019346873347575847,0.19157704822719096
RNN,70,0.019372977889501132,0.19151670746505262
RNN,71,0.01932659652084112,0.19161492884159087
RNN,72,0.019375883902494725,0.19155228920280934
RNN,73,0.019327129882115584,0.19152443595230578
RNN,74,0.01932309030626829,0.1916911296546459
RNN,75,0.019228368209531672,0.191676464676857
RNN,76,0.019221254910987157,0.19157148264348506
RNN,77,0.019207445474771354,0.1915939263999462
RNN,78,0.019202485250738952,0.19159614928066732
RNN,79,0.019176027594277494,0.1915871199220419
RNN,80,0.019189439785595123,0.19157896116375922
RNN,81,0.019199010772773854,0.19159237965941428
RNN,82,0.019163397499001943,0.1915661983191967
RNN,83,0.01924970344855235,0.1915637455880642
RNN,84,0.01918894790399533,0.19159534573554993
RNN,85,0.019171783055823583,0.19157004840672015
RNN,86,0.019183107723410312,0.19157690592110158
RNN,87,0.01915943708557349,0.19160712733864785
RNN,88,0.019147875503851816,0.19160883463919162
RNN,89,0.019134710184656657,0.19163016192615032
RNN,90,0.01917629259137007,0.19165984429419042
RNN,91,0.019212480419530317,0.19163656271994114
RNN,92,0.01916907885326789,0.1916469968855381
RNN,93,0.01916434271977498,0.1916636262089014
RNN,94,0.0191488227305504,0.1916578009724617
RNN,95,0.01912410858158882,0.19167172051966191
RNN,96,0.019126382011633653,0.19170394763350487
RNN,97,0.019122072567160312,0.19166165590286255
RNN,98,0.019124435260891914,0.19169336445629598
RNN,99,0.019154087855265692,0.19166854098439218
RNN,100,0.019105995432115518,0.1916754812002182
RNN,101,0.01911176497546526,0.19167918637394904
RNN,102,0.019153776650245372,0.19168422371149063
RNN,103,0.01909063706317773,0.1916854441165924
RNN,104,0.01910280493589548,0.19169304706156254
RNN,105,0.01908887528742735,0.19170021452009678
RNN,106,0.019093566860717077,0.19169178269803525
RNN,107,0.019085486562779315,0.1916915610432625
RNN,108,0.01908680724983032,0.19168863743543624
RNN,109,0.01906930447484438,0.19169694148004054
RNN,110,0.01912485521573287,0.19169253073632717
RNN,111,0.019131512524416812,0.19169947877526283
RNN,112,0.01911874796048953,0.19170314483344555
RNN,113,0.019078116505765,0.1917058728635311
RNN,114,0.019061116215128165,0.19170395322144032
RNN,115,0.01903868280351162,0.191710851714015
RNN,116,0.019094938054107703,0.19171015694737434
RNN,117,0.019114833396787826,0.19170556142926215
RNN,118,0.01908454127036608,0.19170304164290428
RNN,119,0.019087158645001743,0.19170837551355363
RNN,120,0.019110708998946044,0.19171243086457251
RNN,121,0.019108859034111865,0.19171118251979352
RNN,122,0.019121879855027564,0.19171500727534294
RNN,123,0.01905807523200145,0.19171570278704167
RNN,124,0.019117905686681088,0.1917195852845907
RNN,125,0.01908563106105878,0.19171948544681072
RNN,126,0.019048440341766063,0.1917190294712782
RNN,127,0.01906859466376213,0.19171946309506893
RNN,128,0.019071229805166904,0.19171999171376228
RNN,129,0.01907790695818571,0.19171966724097728
RNN,130,0.019049548902190648,0.19171852432191372
RNN,131,0.019082032717191257,0.19171957448124885
RNN,132,0.019093804276333406,0.19171973839402198
RNN,133,0.01908358236631522,0.19171997532248497
RNN,134,0.019074718969372604,0.19172106832265853
RNN,135,0.01903420278372673,0.19172183573246002
RNN,136,0.01905138962543928,0.19172238409519196
RNN,137,0.019082602543326523,0.19172221943736076
RNN,138,0.019097730087546203,0.19172335155308246
RNN,139,0.019079177712018672,0.19172414317727088
RNN,140,0.019131062552332878,0.19172357097268106
RNN,141,0.019089057826651976,0.19172451719641687
RNN,142,0.01908927088460097,0.19172451086342335
RNN,143,0.019089680881454393,0.1917262353003025
RNN,144,0.019148491251354035,0.1917267493903637
RNN,145,0.01903102597078452,0.1917268719524145
RNN,146,0.019059328004144706,0.19172741509974003
RNN,147,0.01907433454806988,0.19172760769724845
RNN,148,0.01905858158492125,0.19172708913683892
RNN,149,0.01910042275603001,0.19172764122486113
RNN,150,0.01909223822160409,0.19172784462571144
RNN,151,0.0190824603375334,0.1917278129607439
RNN,152,0.019058414734899998,0.19172788001596927
RNN,153,0.01907372524818549,0.19172787182033063
RNN,154,0.019078692851158287,0.19172789640724658
RNN,155,0.019061568837899428,0.1917279738932848
RNN,156,0.019161765821851216,0.1917280822992325
RNN,157,0.01905103686910409,0.191727976128459
RNN,158,0.01909601717041089,0.19172796718776225
RNN,159,0.019085039456303302,0.19172801673412324
RNN,160,0.019056060136510775,0.19172796830534936
RNN,161,0.01906705368310213,0.1917280811816454
RNN,162,0.019095739278082665,0.19172818213701248
RNN,163,0.019095450066603147,0.19172816202044488
RNN,164,0.019109963367764767,0.19172813296318053
RNN,165,0.019117317377374723,0.1917280912399292
RNN,166,0.019076131785718296,0.19172810837626458
RNN,167,0.01911431844704426,0.19172820076346397
RNN,168,0.01910917439426367,0.19172833897173405
RNN,169,0.019088040607479904,0.19172844253480434
RNN,170,0.01911689806729555,0.19172847345471383
RNN,171,0.01909696403890848,0.19172849878668785
RNN,172,0.019070139799553614,0.19172841273248195
RNN,173,0.019059211660463076,0.19172838926315308
RNN,174,0.01905399224219414,0.19172837845981122
RNN,175,0.019055138986844283,0.1917284406721592
RNN,176,0.019063096923323777,0.1917284369468689
RNN,177,0.019093188672111586,0.19172846265137194
RNN,178,0.019084143380706128,0.1917284782975912
RNN,179,0.01914163105762922,0.19172847643494606
RNN,180,0.019088715601425905,0.19172847419977188
RNN,181,0.019105407910851333,0.19172847159206868
RNN,182,0.019056499362565003,0.19172847382724284
RNN,183,0.01910239250327532,0.19172847121953965
RNN,184,0.019073972621789344,0.19172847047448158
RNN,185,0.019075606018304825,0.19172847010195254
RNN,186,0.019058477706634082,0.19172846898436546
RNN,187,0.019156880461825773,0.1917284693568945
RNN,188,0.01905758872341651,0.19172846674919128
RNN,189,0.01911179219874052,0.19172846674919128
RNN,190,0.019108003220305994,0.19172846786677838
RNN,191,0.01905807752448779,0.19172849580645562
RNN,192,0.019073112223010797,0.1917284991592169
RNN,193,0.019071308322823964,0.19172849617898463
RNN,194,0.019042898900806904,0.19172849655151367
RNN,195,0.01910578839194316,0.19172849990427493
RNN,196,0.019046534927418597,0.1917285118252039
RNN,197,0.019059284733465083,0.1917285058647394
RNN,198,0.019090045386782058,0.19172850362956523
RNN,199,0.019050226976665165,0.19172850400209426
RNN,200,0.01909281607144154,0.19172850325703622
Transformer,1,4.4585725705426436,4.01767114798228
Transformer,2,3.8396487666251966,3.7972843647003174
Transformer,3,3.7544116436090684,3.719803194204966
Transformer,4,,
Transformer,5,,
Transformer,6,,
Transformer,7,,
Transformer,8,,
Transformer,9,,
Transformer,10,,
Transformer,11,,
Transformer,12,,
Transformer,13,,
Transformer,14,,
Transformer,15,,
Transformer,16,,
Transformer,17,,
Transformer,18,,
Transformer,19,,
Transformer,20,,
